Requirement_Set_ID,Factor_ID,Card_ID,Initiative_ID,Factor_Bank,Formula_Type,Calculation_Expression,Primary_Output_Metric,Output_Unit_Rule,Scenario_Value_Source,Eligibility_Rule,Coverage_Default,Override_Rule,Missing_Input_Behaviour,Required_Input_Count,Total_Input_Count,Requirement_Status,Lifecycle_Status,Access_Classification,Factor_Availability,Version,Last_Reviewed,Source_Workbook,Source_Row
CRS-0219,CTF-0055,CARD-0219,INIT-0055,Timing Factors,DISPLAY_PUBLISHED,Revenue multiple = £27.10 ÷ £5.00 = 5.42×,Payback,T revenue rate: /kW year T revenue rate: /kW year,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,56
CRS-0220,CEF-0055,CARD-0220,INIT-0055,Efficiency Factors,DISPLAY_PUBLISHED,Eligible flexible load = non-customer-facing kW available during response windows,Efficiency,Historic response windows: : : and : : DSR share of T / capacity: %,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,56
CRS-0221,CCF-0056,CARD-0221,INIT-0056,Cost Factors,DISPLAY_PUBLISHED,Programme budget = annual energy spend × 1%–2%; annual saving = annual energy spend × verified saving rate,Cost,Programme investment: % of energy spend Upper bound saving: % of energy cost Prudent budgeting range: % saving,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,57
CRS-0222,CPF-0056,CARD-0222,INIT-0056,Carbon Factors,DISPLAY_PUBLISHED,"Avoided tCO2e = (electricity kWh saved × grid factor + gas kWh saved × gas factor) ÷ 1,000",Carbon abatement,Operator disclosed tCOe saving: not available,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,57
CRS-0223,CTF-0056,CARD-0223,INIT-0056,Timing Factors,DISPLAY_PUBLISHED,Evidence rate = 8 ÷ 48 = 16.7%; return = verified annual energy-cost saving ÷ annual programme spend,ROI,Organisations estimating savings: of ; approximately % Verified savings: none,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,57
CRS-0224,CEF-0056,CARD-0224,INIT-0056,Efficiency Factors,DISPLAY_PUBLISHED,Night-time baseload = closed-hours electricity kWh ÷ closed hours,Efficiency,Evidence base: studies Published hospitality target: kWh/hour night time baseload,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,57
CRS-0225,CCF-0057,CARD-0225,INIT-0057,Cost Factors,DISPLAY_PUBLISHED,Annual control saving = weather-adjusted baseline heating cost − post-retuning heating cost,Cost,Buildings audited: Annual saving identified: > New equipment required: none,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,58
CRS-0226,CPF-0057,CARD-0226,INIT-0057,Carbon Factors,DISPLAY_PUBLISHED,"Avoided tCO2e = (degree-day-adjusted baseline kWh − actual heating kWh) × fuel factor ÷ 1,000",Carbon abatement,Published hospitality tCOe saving: not available,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,58
CRS-0227,CTF-0057,CARD-0227,INIT-0057,Timing Factors,DISPLAY_PUBLISHED,Controls-only payback = professional service cost ÷ verified annual heating saving,Payback,Controls only payback: not publicly disclosed Combined retrofit package: years,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,58
CRS-0228,CEF-0057,CARD-0228,INIT-0057,Efficiency Factors,DISPLAY_PUBLISHED,Programme reduction = (adjusted baseline kWh − actual kWh) ÷ adjusted baseline kWh,Efficiency,Profile analysis sample: buildings,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,58
CRS-0229,CCF-0058,CARD-0229,INIT-0058,Cost Factors,DISPLAY_PUBLISHED,Penalty = lower of rateable value × applicable percentage and statutory cap,Cost,< months non compliance: % of rateable value; maximum ≥ months: %; maximum,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,59
CRS-0230,CPF-0058,CARD-0230,INIT-0058,Carbon Factors,DISPLAY_PUBLISHED,Project abatement = sum of verified measure-level kWh savings × applicable emission factors,Carbon abatement,Standalone EPC abatement: zero,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,59
CRS-0231,CTF-0058,CARD-0231,INIT-0058,Timing Factors,DISPLAY_PUBLISHED,Cost-effective upgrade = measure cost ÷ annual benefit ≤7 years,Payback,Proposed EPC B date: from Proposed size threshold: > m²,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,59
CRS-0232,CEF-0058,CARD-0232,INIT-0058,Efficiency Factors,DISPLAY_PUBLISHED,Coverage rate = sites meeting rating threshold ÷ in-scope sites; 47 ÷ 62 = 75.8%; 4 ÷ 4 = 100%,Efficiency,Punch EPC C coverage: %; target % by end,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,59
CRS-0233,CCF-0059,CARD-0233,INIT-0059,Cost Factors,DISPLAY_PUBLISHED,Connection economics = annual network charges + heat tariff − avoided incumbent-fuel and maintenance cost,Cost,Hospitality heat network/solar thermal cost: not publicly disclosed Recovered heat: kWh/year,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,60
CRS-0234,CPF-0059,CARD-0234,INIT-0059,Carbon Factors,DISPLAY_PUBLISHED,Avoided tCO2e = baseline heat emissions − network or solar-thermal emissions,Carbon abatement,Required network factor: kgCOe/kWh delivered,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,60
CRS-0235,CTF-0059,CARD-0235,INIT-0059,Timing Factors,DISPLAY_PUBLISHED,Simple payback = connection and system cost ÷ annual net heat-cost saving,Payback,Hospitality payback: not publicly disclosed,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,60
CRS-0236,CEF-0059,CARD-0236,INIT-0059,Efficiency Factors,DISPLAY_PUBLISHED,Adoption rate = connected sites ÷ in-scope sites,Efficiency,Exposure threshold: > MWh/year heat demand,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,60
CRS-0237,CCF-0060,CARD-0237,INIT-0060,Cost Factors,DISPLAY_PUBLISHED,Annual cost = residual gas MWh × £5–£20/MWh; cost/tCO2e = certificate price ÷ 0.18231 = £27–£110/tCO2e,Cost,Certificate price: /MWh Gas factor: tCOe/MWh Reported cost: approximately /tCOe,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,61
CRS-0238,CPF-0060,CARD-0238,INIT-0060,Carbon Factors,DISPLAY_PUBLISHED,"Reported tonnes = 1,000 MWh × 0.18231 tCO2e/MWh = 182.31 tCO2e; cost = 1,000 × £5–£20 = £5,000–£20,000",Carbon abatement,Current SBTi recognised Scope reduction: zero,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,61
CRS-0239,CTF-0060,CARD-0239,INIT-0060,Timing Factors,DISPLAY_PUBLISHED,Cumulative certificate cost = annual residual gas MWh × certificate price × contract years,Payback,Capital payback: not applicable Certificate validity: years,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,61
CRS-0240,CEF-0060,CARD-0240,INIT-0060,Efficiency Factors,DISPLAY_PUBLISHED,Certified share = certified gas MWh ÷ total gas MWh; residual fossil gas = total gas MWh − certified gas MWh,Efficiency,UK certificates retired in : TWh Biomethane to grid plants:,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,61
CRS-0241,CCF-0061,CARD-0241,INIT-0061,Cost Factors,DISPLAY_PUBLISHED,"Internal cost ≈ US$319,000 × 67%; metering cost ≈ ×9%; audit fees ≈ ×6%",Cost,Average implementation cost: US/facility Internal staff time: % External assistance: US,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,62
CRS-0242,CPF-0061,CARD-0242,INIT-0061,Carbon Factors,DISPLAY_PUBLISHED,"Enabled tCO2e = verified energy saving by fuel × applicable emission factor ÷ 1,000",Carbon abatement,Certification only abatement: zero,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,62
CRS-0243,CTF-0061,CARD-0243,INIT-0061,Timing Factors,DISPLAY_PUBLISHED,"Average payback = US$319,000 implementation cost ÷ approximately US$187,647 annual benefit implied by 1.7 years",Payback,Average payback: years Sample: certified facilities,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,62
CRS-0244,CEF-0061,CARD-0244,INIT-0061,Efficiency Factors,DISPLAY_PUBLISHED,Energy saving = (baseline kWh − actual kWh) ÷ baseline kWh,Efficiency,Energy saving: % Energy cost saving: %,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,62
CRS-0245,CCF-0062,CARD-0245,INIT-0062,Cost Factors,DISPLAY_PUBLISHED,Annual bill saving = avoided kVArh charges + avoided kVA demand charges + avoided capacity charges,Cost,Capacity/availability charge: approximately /kVA/month Published US equipment range: US US/kVAr,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,63
CRS-0246,CPF-0062,CARD-0246,INIT-0062,Carbon Factors,DISPLAY_PUBLISHED,Avoided kgCO2e = measured reduction in member-side loss kWh × grid factor,Carbon abatement,Secondary carbon estimate: approximately kgCO/unit year,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,63
CRS-0247,CTF-0062,CARD-0247,INIT-0062,Timing Factors,DISPLAY_PUBLISHED,"Simple payback = installed quote ÷ annual avoided reactive-energy, kVA and capacity charges",Payback,Published examples: approximately months; months; years,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,63
CRS-0248,CEF-0062,CARD-0248,INIT-0062,Efficiency Factors,DISPLAY_PUBLISHED,Power factor = real power (kW) ÷ apparent power (kVA),Efficiency,Reference power factor: Supplier penalty thresholds:,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,63
CRS-0249,CCF-0063,CARD-0249,INIT-0063,Cost Factors,DISPLAY_PUBLISHED,"Very Good uplift = project cost × <0.25%; £1,000,000 × 0.25% = <£2,500",Cost,Very Good: <% construction cost uplift; < per m Outstanding: approximately %,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,64
CRS-0250,CPF-0063,CARD-0250,INIT-0063,Carbon Factors,DISPLAY_PUBLISHED,Project carbon saving = baseline design embodied tCO2e − selected design embodied tCO2e,Carbon abatement,Certification only operational abatement: zero,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,64
CRS-0251,CTF-0063,CARD-0251,INIT-0063,Timing Factors,DISPLAY_PUBLISHED,Simple payback = incremental energy-measure cost ÷ annual operating saving,Payback,Associated energy measure payback: years,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,64
CRS-0252,CEF-0063,CARD-0252,INIT-0063,Efficiency Factors,DISPLAY_PUBLISHED,Attainment rate = 49 ÷ 62 = 79.0%,Efficiency,Very Good or higher: of hotels; % Excellent: hotels,PUBLISHED_DISPLAY_VALUE,"Restaurants, QSRs, Pubs/Bars/Breweries, Hotels, Contract Caterers, Experiential Leisure",FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,64
CRS-0253,CCF-0064,CARD-0253,INIT-0064,Cost Factors,DISPLAY_PUBLISHED,"Annual programme cost = internal hours × loaded hourly rate + external advisory, data-system, audit and assurance fees.",Cost,Costs are primarily associated with governance reporting and Board training,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,65
CRS-0254,CPF-0064,CARD-0254,INIT-0064,Carbon Factors,DISPLAY_PUBLISHED,Enabled abatement = Σ verified reductions from delivered actions triggered by the initiative; assign zero standalone tCO₂e to governance or reporting.,Carbon abatement,Indirect (Governance Enabler) High,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,65
CRS-0255,CTF-0064,CARD-0255,INIT-0064,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,ROI,months to assign responsibilities update governance structures and establish reporting,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,65
CRS-0256,CEF-0064,CARD-0256,INIT-0064,Efficiency Factors,DISPLAY_PUBLISHED,On-time delivery % = actions completed by due date ÷ actions due × 100; track overdue actions and cycle time.,Efficiency,% of Board meetings reviewing sustainability; % of climate actions reviewed by the Board,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,65
CRS-0257,CCF-0065,CARD-0257,INIT-0065,Cost Factors,DISPLAY_PUBLISHED,"Annual programme cost = internal hours × loaded hourly rate + external advisory, data-system, audit and assurance fees.",Cost,Medium cost,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,66
CRS-0258,CPF-0065,CARD-0258,INIT-0065,Carbon Factors,DISPLAY_PUBLISHED,Enabled abatement = Σ verified reductions from delivered actions triggered by the initiative; assign zero standalone tCO₂e to governance or reporting.,Carbon abatement,Indirect (Organisational Enabler) High,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,66
CRS-0259,CTF-0065,CARD-0259,INIT-0065,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,ROI,months to appoint the role and establish responsibilities,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,66
CRS-0260,CEF-0065,CARD-0260,INIT-0065,Efficiency Factors,DISPLAY_PUBLISHED,On-time delivery % = actions completed by due date ÷ actions due × 100; track overdue actions and cycle time.,Efficiency,% of sustainability actions delivered on time; number of overdue actions; progress against,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,66
CRS-0261,CCF-0066,CARD-0261,INIT-0066,Cost Factors,DISPLAY_PUBLISHED,"Annual programme cost = internal hours × loaded hourly rate + external advisory, data-system, audit and assurance fees.",Cost,Low cost,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,67
CRS-0262,CPF-0066,CARD-0262,INIT-0066,Carbon Factors,DISPLAY_PUBLISHED,Enabled abatement = Σ verified reductions from delivered actions triggered by the initiative; assign zero standalone tCO₂e to governance or reporting.,Carbon abatement,Indirect (Governance Enabler) High,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,67
CRS-0263,CTF-0066,CARD-0263,INIT-0066,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,ROI,months,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,67
CRS-0264,CEF-0066,CARD-0264,INIT-0066,Efficiency Factors,DISPLAY_PUBLISHED,On-time delivery % = actions completed by due date ÷ actions due × 100; track overdue actions and cycle time.,Efficiency,Committee attendance rate; % of actions completed on time; number of sustainability risks/issues,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,67
CRS-0265,CCF-0067,CARD-0265,INIT-0067,Cost Factors,DISPLAY_PUBLISHED,Annual incentive cost = eligible remuneration × sustainability-weighting % × payout %; compare with verified annual benefit.,Cost,Low cost,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,68
CRS-0266,CPF-0067,CARD-0266,INIT-0067,Carbon Factors,DISPLAY_PUBLISHED,Enabled abatement = Σ verified reductions from delivered actions triggered by the initiative; assign zero standalone tCO₂e to governance or reporting.,Carbon abatement,Indirect (Leadership Enabler) High,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,68
CRS-0267,CTF-0067,CARD-0267,INIT-0067,Timing Factors,DISPLAY_PUBLISHED,Simple payback (years) = upfront implementation cost ÷ verified annual net saving; lead time = go-live date − approval date.,ROI,months usually aligned with annual remuneration/performance review cycles,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,68
CRS-0268,CEF-0067,CARD-0268,INIT-0067,Efficiency Factors,DISPLAY_PUBLISHED,"Coverage % = compliant or completed items ÷ eligible items × 100; track volume, quality, exceptions and cycle time.",Efficiency,% of executive remuneration linked to sustainability; % of executives with sustainability,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,68
CRS-0269,CCF-0068,CARD-0269,INIT-0068,Cost Factors,DISPLAY_PUBLISHED,"Annual programme cost = internal hours × loaded hourly rate + external advisory, data-system, audit and assurance fees.",Cost,Low cost,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,69
CRS-0270,CPF-0068,CARD-0270,INIT-0068,Carbon Factors,DISPLAY_PUBLISHED,Enabled abatement = Σ verified reductions from delivered actions triggered by the initiative; assign zero standalone tCO₂e to governance or reporting.,Carbon abatement,Indirect (Stakeholder Enabler) Medium High,PUBLISHED_DISPLAY_VALUE,All,FOUR_SLOT_CARD,EMPTY_STAYS_EMPTY,SHOW_EMPTY,0,0,ACTIVE,ACTIVE,PUBLIC,STANDARD,1.0,2026-08-18,Consolidate.xlsx,69
